flags,utterance,category,intent,Column1,Column2
B,I want to check when will my item arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I want to check when will my item arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to check when will my item arrive

Category: DELIVERY

<|endoftext|>"
B,I want to check how long the delivery takes,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I want to check how long the delivery takes

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to check how long the delivery takes

Category: DELIVERY

<|endoftext|>"
BIP,could you help me check when will my item arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: could you help me check when will my item arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me check when will my item arrive?

Category: DELIVERY

<|endoftext|>"
BI,where to check when will my item arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: where to check when will my item arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where to check when will my item arrive?

Category: DELIVERY

<|endoftext|>"
BI,where can I find information about the delivery period?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: where can I find information about the delivery period?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where can I find information about the delivery period?

Category: DELIVERY

<|endoftext|>"
BI,can you tell me more about delivery period?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: can you tell me more about delivery period?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you tell me more about delivery period?

Category: DELIVERY

<|endoftext|>"
BE,I do not know how to check how long the delivery takes,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I do not know how to check how long the delivery takes

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how to check how long the delivery takes

Category: DELIVERY

<|endoftext|>"
BI,how can I check how long the delivery takes?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how can I check how long the delivery takes?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I check how long the delivery takes?

Category: DELIVERY

<|endoftext|>"
B,I want help checking when my item is going to arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I want help checking when my item is going to arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help checking when my item is going to arrive

Category: DELIVERY

<|endoftext|>"
B,help me to check when will my item arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: help me to check when will my item arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to check when will my item arrive

Category: DELIVERY

<|endoftext|>"
BEP,I do not know how I could check how long the delivery takes,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I do not know how I could check how long the delivery takes

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how I could check how long the delivery takes

Category: DELIVERY

<|endoftext|>"
B,I am calling to check how soon can I expect the delivery,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I am calling to check how soon can I expect the delivery

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am calling to check how soon can I expect the delivery

Category: DELIVERY

<|endoftext|>"
BIP,how could I check when my delivery is going to arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how could I check when my delivery is going to arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I check when my delivery is going to arrive?

Category: DELIVERY

<|endoftext|>"
B,assistance to check when my item is going to arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: assistance to check when my item is going to arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to check when my item is going to arrive

Category: DELIVERY

<|endoftext|>"
B,I call to check when will my item arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I call to check when will my item arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I call to check when will my item arrive

Category: DELIVERY

<|endoftext|>"
B,give me information about delivery periods,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: give me information about delivery periods

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: give me information about delivery periods

Category: DELIVERY

<|endoftext|>"
BIP,could you show me when will my item arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: could you show me when will my item arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you show me when will my item arrive?

Category: DELIVERY

<|endoftext|>"
BI,can you help me checking when my item is going to arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: can you help me checking when my item is going to arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me checking when my item is going to arrive?

Category: DELIVERY

<|endoftext|>"
BI,how to check when will my item arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how to check when will my item arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to check when will my item arrive?

Category: DELIVERY

<|endoftext|>"
BIP,how could I get information about delivery period?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how could I get information about delivery period?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I get information about delivery period?

Category: DELIVERY

<|endoftext|>"
BI,how can I get information about delivery period?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how can I get information about delivery period?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I get information about delivery period?

Category: DELIVERY

<|endoftext|>"
BEM,I am looking for information about the delivery period,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I am looking for information about the delivery period

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am looking for information about the delivery period

Category: DELIVERY

<|endoftext|>"
BI,can you help me check how long the delivery takes?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: can you help me check how long the delivery takes?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me check how long the delivery takes?

Category: DELIVERY

<|endoftext|>"
B,I am calling to check how long the delivery takes,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I am calling to check how long the delivery takes

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am calling to check how long the delivery takes

Category: DELIVERY

<|endoftext|>"
BI,where do I check when my item is going to arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: where do I check when my item is going to arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where do I check when my item is going to arrive?

Category: DELIVERY

<|endoftext|>"
B,help to check how soon can I expect the delivery,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: help to check how soon can I expect the delivery

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to check how soon can I expect the delivery

Category: DELIVERY

<|endoftext|>"
BI,how can I check when my item is going to arrive?,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: how can I check when my item is going to arrive?

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I check when my item is going to arrive?

Category: DELIVERY

<|endoftext|>"
B,I try to check how long the delivery takes,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I try to check how long the delivery takes

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I try to check how long the delivery takes

Category: DELIVERY

<|endoftext|>"
B,I need assistance checking when will my item arrive,DELIVERY,delivery_period,"Classify the Intent of the Dialogue.

Dialogue: I need assistance checking when will my item arrive

Intent: delivery_period

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance checking when will my item arrive

Category: DELIVERY

<|endoftext|>"
